player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Phenyx-Pagle,1/05/20,23:00:04,1578301204-8,[Core Hound Tooth],18805,item:18805::::::::60,Mainspec (major upgrade),3,ROGUE,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:19324:1900:::::::60:::14::::|h[The Lobotomizer]|h|r,|cff0070dd|Hitem:5267:1900:::::::60:::::::|h[Scarlet Kris]|h|r,1,false,Daggers,One-Hand,,Majordomo Executus
Phenyx-Pagle,1/19/20,21:28:42,1579505322-4,[Nightslayer Belt],16827,item:16827::::::::60,Mainspec (major upgrade),1,ROGUE,Molten Core-40 Player,Onyxia,9,409,40,|cff0070dd|Hitem:16713::::::::60:::1::::|h[Shadowcraft Belt]|h|r,,1,false,Leather,Waist,,Onyxia
Phenyx-Pagle,1/19/20,23:32:39,1579512759-34,[Perdition's Blade],18816,item:18816::::::::60,Mainspec (major upgrade),5,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:18805:1900:::::::60:::::::|h[Core Hound Tooth]|h|r,|cffa335ee|Hitem:19324:1900:::::::60:::14::::|h[The Lobotomizer]|h|r,1,false,Daggers,One-Hand,,Ragnaros
Phenyx-Pagle,1/26/20,23:07:25,1580116045-7,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Mainspec (major upgrade),5,ROGUE,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:16708::::::::60:::1::::|h[Shadowcraft Spaulders]|h|r,,1,false,Leather,Shoulder,,Sulfuron Harbinger
Cept-Pagle,11/17/19,21:52:20,1574063540-6,[Medallion of Steadfast Might],17065,item:17065::::::::60,Minor Upgrade,3,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,3,false,Miscellaneous,Neck,,Magmadar
Cept-Pagle,11/17/19,23:40:45,1574070045-17,[Pauldrons of Might],16868,item:16868::::::::60,Mainspec/Need,2,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:13405:2483:::::::60:::1::::|h[Wailing Nightbane Pauldrons]|h|r,,1,false,Plate,Shoulder,,Sulfuron Harbinger
Cept-Pagle,11/18/19,22:42:53,1574152973-7,[Wyrmslayer Spaulders],13066,item:13066::::::::60,Pass,0,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16868:2483:::::::60:::::::|h[Pauldrons of Might]|h|r,,PASS,false,Plate,Shoulder,,Ragnaros
Cept-Pagle,11/18/19,23:19:08,1574155148-13,[Girdle of Uther],13077,item:13077::::::::60,Banking,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,2,true,Plate,Waist,,Ragnaros
Cept-Pagle,11/18/19,23:19:35,1574155175-14,[Girdle of Uther],13077,item:13077::::::::60,Banking,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,2,true,Plate,Waist,,Ragnaros
Cept-Pagle,11/24/19,22:20:11,1574670011-0,[Mercurial Gauntlets of the Wolf],10161,item:10161::::::536:250524672:60,Disenchant,0,WARRIOR,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:13963:1887:::::::60:::11::::|h[Voone's Vice Grips]|h|r,,1,true,Mail,Hands,,Cept-Pagle
Cept-Pagle,11/24/19,22:55:32,1574672132-6,[Plans: Elemental Sharpening Stone],18264,item:18264::::::::60,Mainspec/Need,2,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,,,1,false,Blacksmithing,,,Baron Geddon
Cept-Pagle,11/24/19,23:03:22,1574672602-7,[Belt of Might],16864,item:16864::::::::60,Mainspec/Need,2,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,|cff1eff00|Hitem:12406::::::::60:::::::|h[Thorium Belt]|h|r,,1,false,Plate,Waist,,Baron Geddon
Cept-Pagle,11/25/19,21:23:21,1574753001-6,[Elven Spirit Claws],2564,item:2564::::::::60,Banking,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13963:1887:::::::60:::11::::|h[Voone's Vice Grips]|h|r,,2,true,Leather,Hands,,Onyxia
Cept-Pagle,11/25/19,21:23:34,1574753014-7,[Codex: Prayer of Fortitude],17413,item:17413::::::::60,Banking,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,2,true,Book,,,Onyxia
Cept-Pagle,11/25/19,21:24:02,1574753042-8,[Sandals of the Insurgent],13111,item:13111::::::::60,Banking,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16862:929:::::::60:::::::|h[Sabatons of Might]|h|r,,2,true,Leather,Feet,,Onyxia
Cept-Pagle,11/25/19,22:38:33,1574757513-14,[Legplates of Wrath],16962,item:16962::::::::60,Mainspec/Need,2,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:14623:1505:::::::60:::1::::|h[Deathbone Legguards]|h|r,,1,false,Plate,Legs,,Ragnaros
Cept-Pagle,11/25/19,22:45:02,1574757902-16,[Wyrmslayer Spaulders],13066,item:13066::::::::60,Banking,0,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16868:2483:::::::60:::::::|h[Pauldrons of Might]|h|r,,2,true,Plate,Shoulder,,Ragnaros
Cept-Pagle,11/25/19,22:45:19,1574757919-17,[Staff of Hale Magefire],13000,item:13000::::::::60,Banking,0,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:18348:1900:::::::60:::11::::|h[Quel'Serrar]|h|r,|cffa335ee|Hitem:17066:929:::::::60:::::::|h[Drillborer Disk]|h|r,2,true,Staves,Two-Hand,,Ragnaros
Cept-Pagle,12/01/19,18:24:44,1575282284-2,[Gauntlets of Might],16863,item:16863::::::::60,Mainspec/Need,2,WARRIOR,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:13963:1887:::::::60:::11::::|h[Voone's Vice Grips]|h|r,,1,false,Plate,Hands,,Lucifron
Cept-Pagle,12/01/19,19:47:50,1575287270-19,[Shadowstrike],17074,item:17074::::::::60,Banking,1,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:18348:1900:::::::60:::11::::|h[Quel'Serrar]|h|r,|cffa335ee|Hitem:17066:929:::::::60:::::::|h[Drillborer Disk]|h|r,2,true,Polearms,Two-Hand,,Sulfuron Harbinger
Cept-Pagle,12/01/19,20:38:26,1575290306-28,[Dragon's Blood Cape],17107,item:17107::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:12905:2463:::::::60:::1::::|h[Wildfire Cape]|h|r,,1,false,Cloth,Back,,Ragnaros
Cept-Pagle,12/15/19,21:48:06,1576482486-7,[Bindings of the Windseeker],18564,item:18564::::::::60,Mainspec/Need,3,WARRIOR,Molten Core-40 Player,Garr,9,409,40,,,1,false,Junk,,,Axekiller-Pagle
Cept-Pagle,12/22/19,21:29:43,1577086183-4,[Bracers of Might],16861,item:16861::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:13211:1886:::::::60:::1::::|h[Slashclaw Bracers]|h|r,,1,false,Plate,Wrist,,Magmadar
Cept-Pagle,12/22/19,23:22:06,1577092926-7,[Essence of the Pure Flame],18815,item:18815::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18466::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff1eff00|Hitem:12065::::::::60:::11::::|h[Ward of the Elements]|h|r,1,false,Miscellaneous,Trinket,,Ragnaros
Cept-Pagle,12/22/19,23:24:19,1577093059-9,[Essence of the Firelord],19017,item:19017::::::::60,Mainspec/Need,4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,,,1,false,Quest,,,Ragnaros
Cept-Pagle,12/29/19,22:40:08,1577695208-19,[Nightslayer Bracelets],16825,item:16825::::::::60,Banking,0,WARRIOR,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13211:1886:::::::60:::1::::|h[Slashclaw Bracers]|h|r,,2,true,Leather,Wrist,,Shazzrah
Cept-Pagle,12/29/19,22:46:17,1577695577-20,[Shadowstrike],17074,item:17074::::::::60,Banking,0,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:18348:1900:::::::60:::11::::|h[Quel'Serrar]|h|r,|cffa335ee|Hitem:17066:1704:::::::60:::::::|h[Drillborer Disk]|h|r,2,true,Polearms,Two-Hand,,Sulfuron Harbinger
Cept-Pagle,12/29/19,22:49:57,1577695797-22,[Belt of Might],16864,item:16864::::::::60,Banking,0,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:16864::::::::60:::::::|h[Belt of Might]|h|r,,2,true,Plate,Waist,,Sulfuron Harbinger
Cept-Pagle,1/19/20,21:46:19,1579506379-10,[Earthshaker],17073,item:17073::::::::60,Offspec,1,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:18348:1900:::::::60:::11::::|h[Quel'Serrar]|h|r,|cffa335ee|Hitem:17066:1704:::::::60:::::::|h[Drillborer Disk]|h|r,3,false,Two-Handed Maces,Two-Hand,,Magmadar
Cept-Pagle,1/19/20,23:32:27,1579512747-33,[Cloak of the Shrouded Mists],17102,item:17102::::::::60,Mainspec (major upgrade),4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:12905:2463:::::::60:::1::::|h[Wildfire Cape]|h|r,,1,false,Cloth,Back,,Ragnaros
Cept-Pagle,1/26/20,22:41:49,1580114509-6,[Heavy Dark Iron Ring],18879,item:18879::::::::60,Mainspec (major upgrade),3,WARRIOR,Molten Core-40 Player,Shazzrah,9,409,40,|cffa335ee|Hitem:19325::::::::60:::14::::|h[Don Julio's Band]|h|r,|cff0070dd|Hitem:17713::::::::60:::1::::|h[Blackstone Ring]|h|r,1,false,Miscellaneous,Finger,,Shazzrah
Cept-Pagle,1/26/20,23:22:59,1580116979-14,[Wristguards of True Flight],18812,item:18812::::::::60,Mainspec (major upgrade),3,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13211:1886:::::::60:::1::::|h[Slashclaw Bracers]|h|r,,1,false,Mail,Wrist,,Majordomo Executus
Sparkleshade-Pagle,1/20/20,21:54:33,1579593273-2,[Felheart Gloves],16805,item:16805::::::::60,Mainspec/Need,0,WARLOCK,Molten Core-40 Player,Lucifron,9,409,40,|cff1eff00|Hitem:21318::::::::60:::11::::|h[Earth Warder's Gloves]|h|r,,1,false,Cloth,Hands,,Lucifron
Sparkleshade-Pagle,2/02/20,18:09:57,1580724597-1,[Nemesis Skullcap],16929,item:16929::::::::60,Mainspec (minor upgrade),4,WARLOCK,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:10504::::::1861:1547669248:60:::::::|h[Green Lens of Shadow Wrath]|h|r,,2,false,Cloth,Head,,Onyxia
Chemistry-Pagle,12/22/19,21:51:04,1577087464-9,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Offspec/Greed,2,PRIEST,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,|cff1eff00|Hitem:17774::::::::60:::11::::|h[Mark of the Chosen]|h|r,3,false,Miscellaneous,Trinket,,Garr
Chemistry-Pagle,12/29/19,21:37:00,1577691420-7,[Gloves of Prophecy],16812,item:16812::::::::60,Offspec/Greed,4,PRIEST,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:18407::::::::60:::::::|h[Felcloth Gloves]|h|r,,3,false,Cloth,Hands,,Gehennas
Chemistry-Pagle,12/29/19,23:05:45,1577696745-28,[The Eye of Divinity],18646,item:18646::::::::60,Mainspec/Need,2,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,|cffa335ee|Hitem:18820::::::::60:::::::|h[Talisman of Ephemeral Power]|h|r,1,false,Miscellaneous,Trinket,,Majordomo Executus
Chemistry-Pagle,1/05/20,22:57:24,1578301044-7,[Sash of Whispered Secrets],18809,item:18809::::::::60,Mainspec (major upgrade),3,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:18740::::::::60:::1::::|h[Thuzadin Sash]|h|r,,1,false,Cloth,Waist,,Majordomo Executus
Chemistry-Pagle,1/06/20,21:12:09,1578381129-2,[Sapphiron Drape],17078,item:17078::::::::60,Mainspec (major upgrade),3,PRIEST,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff1eff00|Hitem:10212::::::1849:521269760:60:::1::::|h[Elegant Cloak of Shadow Wrath]|h|r,,1,false,Cloth,Back,,Onyxia
Chemistry-Pagle,1/12/20,22:57:24,1578905844-18,[Manastorm Leggings],18872,item:18872::::::::60,Offspec,4,PRIEST,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:12965::::::::60:::1::::|h[Spiritshroud Leggings]|h|r,,3,false,Cloth,Legs,,Shazzrah
Grummir-Pagle,11/24/19,23:43:36,1574675016-15,[Pauldrons of Might],16868,item:16868::::::::60,Mainspec/Need,1,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:16733::::::::60:::1::::|h[Spaulders of Valor]|h|r,,1,false,Plate,Shoulder,,Sulfuron Harbinger
Grummir-Pagle,11/25/19,00:11:45,1574676705-20,[Fireguard Shoulders],19139,item:19139::::::::60,Minor Upgrade,2,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:16868::::::::60:::::::|h[Pauldrons of Might]|h|r,,2,false,Leather,Shoulder,,Majordomo Executus
Grummir-Pagle,11/25/19,21:18:48,1574752728-0,[Helm of Wrath],16963,item:16963::::::::60,Mainspec/Need,2,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16866:1505:::::::60:::::::|h[Helm of Might]|h|r,,1,false,Plate,Head,,Onyxia
Grummir-Pagle,12/08/19,21:16:26,1575875786-1,[Gauntlets of Might],16863,item:16863::::::::60,Mainspec/Need,5,WARRIOR,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:18722:930:::::::60:::1::::|h[Death Grips]|h|r,,1,false,Plate,Hands,,Lucifron
Grummir-Pagle,12/08/19,21:23:57,1575876237-6,[Legplates of Might],16867,item:16867::::::::60,Mainspec/Need,3,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:16962:2545:::::::60:::::::|h[Legplates of Wrath]|h|r,,1,false,Plate,Legs,,Magmadar
Grummir-Pagle,12/22/19,21:50:25,1577087425-8,[Drillborer Disk],17066,item:17066::::::::60,Mainspec/Need,5,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:15806:1900:::::::60:::11::::|h[Mirah's Song]|h|r,,1,false,Shields,Off Hand,,Garr
Grummir-Pagle,12/29/19,21:47:54,1577692074-8,[Bindings of the Windseeker],18564,item:18564::::::::60,Mainspec/Need,0,WARRIOR,Molten Core-40 Player,Garr,9,409,40,,,1,false,Junk,,,Garr
Grummir-Pagle,1/12/20,23:39:23,1578908363-27,[Wristguards of True Flight],18812,item:18812::::::::60,Mainspec (major upgrade),3,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:16861:1886:::::::60:::::::|h[Bracers of Might]|h|r,,1,false,Mail,Wrist,,Majordomo Executus
Grummir-Pagle,2/02/20,20:45:03,1580733903-13,[Crown of Destruction],18817,item:18817::::::::60,Mainspec (major upgrade),4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16866:1505:::::::60:::::::|h[Helm of Might]|h|r,,1,false,Mail,Head,huu for me,Ragnaros
Grubel-Pagle,1/19/20,21:29:50,1579505390-5,[Lawbringer Bracers],16857,item:16857::::::::60,Offspec,3,PALADIN,Molten Core-40 Player,Onyxia,9,409,40,|cff0070dd|Hitem:13969:1883:::::::60:::1::::|h[Loomguard Armbraces]|h|r,,3,false,Plate,Wrist,,Onyxia
Grubel-Pagle,1/19/20,22:19:50,1579508390-18,[Lawbringer Spaulders],16856,item:16856::::::::60,Pass,0,PALADIN,Molten Core-40 Player,Baron Geddon,9,409,40,|cffa335ee|Hitem:18810:2483:::::::60:::::::|h[Wild Growth Spaulders]|h|r,,PASS,false,Plate,Shoulder,,Baron Geddon
Grubel-Pagle,1/26/20,23:36:55,1580117815-18,[Malistar's Defender],17106,item:17106::::::::60,Offspec,2,PALADIN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18523::::::::60:::1::::|h[Brightly Glowing Stone]|h|r,,3,false,Shields,Off Hand,,Ragnaros
Strifelynx-Pagle,11/18/19,23:15:40,1574154940-11,[Medallion of Grand Marshal Morris],13091,item:13091::::::::60,Offspec/Greed,3,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:16309::::::::60:::11::::|h[Drakefire Amulet]|h|r,,2,false,Miscellaneous,Neck,,Onyxia
Strifelynx-Pagle,1/20/20,22:47:19,1579596439-4,[Schematic: Force Reactive Disk],18291,item:18291::::::::60,Mainspec/Need,0,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,,,1,false,Engineering,,,Baron Geddon
Azurescens-Pagle,12/30/19,22:24:15,1577787855-6,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Offline or RCLootCouncil not installed,0,ROGUE,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,,,NOTHING,false,Leather,Shoulder,,Sulfuron Harbinger
Salvion-Pagle,11/24/19,21:43:14,1574667794-1,[Crimson Shocker],17077,item:17077::::::::60,Offline or RCLootCouncil not installed,0,PRIEST,Molten Core-40 Player,Lucifron,9,409,40,,,NOTHING,false,Wands,,,Lucifron
Salvion-Pagle,11/25/19,22:07:06,1574755626-10,[Girdle of Prophecy],16817,item:16817::::::::60,Offline or RCLootCouncil not installed,0,PRIEST,Molten Core-40 Player,Onyxia,9,409,40,,,NOTHING,false,Cloth,Waist,,Onyxia
Salvion-Pagle,12/08/19,23:08:24,1575882504-28,[The Eye of Divinity],18646,item:18646::::::::60,Mainspec/Need,4,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:18469::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:12930::::::::60:::1::::|h[Briarwood Reed]|h|r,1,false,Miscellaneous,Trinket,,Majordomo Executus
Salvion-Pagle,12/15/19,23:21:18,1576488078-7,[Cauterizing Band],19140,item:19140::::::::60,Mainspec/Need,3,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13283::::::::60:::1::::|h[Magus Ring]|h|r,|cff0070dd|Hitem:12543::::::::60:::11::::|h[Songstone of Ironforge]|h|r,1,false,Miscellaneous,Finger,,Majordomo Executus
Salvion-Pagle,1/12/20,23:18:25,1578907105-20,[Mantle of Prophecy],16816,item:16816::::::::60,Mainspec (major upgrade),4,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:16701::::::::60:::1::::|h[Dreadmist Mantle]|h|r,,1,false,Cloth,Shoulder,,Sulfuron Harbinger
Salvion-Pagle,1/19/20,21:54:47,1579506887-11,[Gloves of Prophecy],16812,item:16812::::::::60,Mainspec (major upgrade),4,PRIEST,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:16692::::::::60:::1::::|h[Devout Gloves]|h|r,,1,false,Cloth,Hands,,Gehennas
Salvion-Pagle,1/26/20,22:20:00,1580113200-2,[Circlet of Prophecy],16813,item:16813::::::::60,Mainspec (major upgrade),2,PRIEST,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:16693::::::::60:::1::::|h[Devout Crown]|h|r,,1,false,Cloth,Head,,Garr
Flamma-Pagle,12/30/19,21:11:17,1577776277-1,[Deathbringer],17068,item:17068::::::::60,Mainspec/Need,1,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:17705::::::::60:::11::::|h[Thrash Blade]|h|r,|cff0070dd|Hitem:15806:1900:::::::60:::11::::|h[Mirah's Song]|h|r,1,false,One-Handed Axes,One-Hand,,Onyxia
Flamma-Pagle,1/06/20,21:15:15,1578381315-5,[Deathbringer],17068,item:17068::::::::60,Mainspec (major upgrade),3,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:17068:1900:::::::60:::::::|h[Deathbringer]|h|r,|cff0070dd|Hitem:15806:1900:::::::60:::11::::|h[Mirah's Song]|h|r,1,false,One-Handed Axes,One-Hand,,Onyxia
Flamma-Pagle,1/12/20,21:39:50,1578901190-0,[Head of Onyxia],18423,item:18423::::::::60,Mainspec (major upgrade),1,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Flamma-Pagle,1/20/20,21:13:09,1579590789-2,[Ring of Binding],18813,item:18813::::::::60,Offspec,3,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:18500::::::::60:::1::::|h[Tarnished Elven Ring]|h|r,|cff0070dd|Hitem:13098::::::::60:::1::::|h[Painweaver Band]|h|r,3,false,Miscellaneous,Finger,,Onyxia
Flamma-Pagle,1/26/20,21:54:40,1580111680-8,[Legplates of Might],16867,item:16867::::::::60,Offspec,3,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15052::::::::60:::::::|h[Black Dragonscale Leggings]|h|r,,3,false,Plate,Legs,,Magmadar
Gomdori-Pagle,12/01/19,18:29:28,1575282568-4,[Cenarion Leggings],16835,item:16835::::::::60,Minor Upgrade,5,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:11823::::::::60:::1::::|h[Luminary Kilt]|h|r,,2,false,Leather,Legs,,Magmadar
Gomdori-Pagle,12/01/19,20:03:59,1575288239-24,[Cenarion Vestments],16833,item:16833::::::::60,Offspec/Greed,3,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:13346::::::::60:::1::::|h[Robes of the Exalted]|h|r,,3,false,Leather,Chest,,Golemagg the Incinerator
Gomdori-Pagle,12/02/19,18:14:13,1575368053-0,[Stormrage Cover],16900,item:16900::::::::60,Mainspec/Need,5,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:12960::::::1459:1951258368:60:::1::::|h[Tribal War Feathers of Shadow Resistance]|h|r,,1,false,Leather,Head,,Onyxia
Gomdori-Pagle,12/08/19,21:16:32,1575875792-2,[Cenarion Boots],16829,item:16829::::::::60,Minor Upgrade,5,DRUID,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:18102:911:::::::60:::1::::|h[Dragonrider Boots]|h|r,,2,false,Leather,Feet,,Lucifron
Gomdori-Pagle,12/29/19,21:49:34,1577692174-9,[Cenarion Helm],16834,item:16834::::::::60,Offspec/Greed,2,DRUID,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:16900::::::::60:::::::|h[Stormrage Cover]|h|r,,3,false,Leather,Head,,Garr
Gomdori-Pagle,12/29/19,22:00:27,1577692827-12,[Cenarion Spaulders],16836,item:16836::::::::60,Offspec/Greed,0,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:15061::::::::60:::::::|h[Living Shoulders]|h|r,,3,false,Leather,Shoulder,,Baron Geddon
Gomdori-Pagle,12/29/19,23:05:13,1577696713-27,[Fireguard Shoulders],19139,item:19139::::::::60,Offspec/Greed,3,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:15061::::::::60:::::::|h[Living Shoulders]|h|r,,3,false,Leather,Shoulder,,Majordomo Executus
Gomdori-Pagle,1/12/20,22:35:59,1578904559-11,[Aurastone Hammer],17105,item:17105::::::::60,Mainspec (minor upgrade),4,DRUID,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:11923::::::::60:::1::::|h[The Hammer of Grace]|h|r,|cff0070dd|Hitem:18523::::::::60:::1::::|h[Brightly Glowing Stone]|h|r,2,false,One-Handed Maces,One-Hand,,Garr
Gomdori-Pagle,1/12/20,23:49:03,1578908943-28,[Stormrage Legguards],16901,item:16901::::::::60,Mainspec (minor upgrade),1,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16835::::::::60:::::::|h[Cenarion Leggings]|h|r,,2,false,Leather,Legs,,Ragnaros
Gomdori-Pagle,1/19/20,22:29:42,1579508982-20,[Cenarion Gloves],16831,item:16831::::::::60,Offline or RCLootCouncil not installed,0,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,,,NOTHING,false,Leather,Hands,,Shazzrah
Gomdori-Pagle,2/02/20,20:31:08,1580733068-10,[Wild Growth Spaulders],18810,item:18810::::::::60,Mainspec (minor upgrade),2,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:15061::::::::60:::::::|h[Living Shoulders]|h|r,,2,false,Leather,Shoulder,,Majordomo Executus
Bearminimum-Pagle,12/22/19,23:07:56,1577092076-6,[Fireguard Shoulders],19139,item:19139::::::::60,Mainspec/Need,3,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13358::::::::60:::1::::|h[Wyrmtongue Shoulders]|h|r,,1,false,Leather,Shoulder,,Majordomo Executus
Isengrim-Pagle,1/10/20,23:35:19,1578735319-14,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Mainspec/Need,0,WARLOCK,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:18467::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,1,false,Miscellaneous,Trinket,,Baron Geddon
Isengrim-Pagle,1/13/20,22:23:27,1578990207-3,[Sash of Whispered Secrets],18809,item:18809::::::::60,Mainspec/Need,0,WARLOCK,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:18740::::::::60:::1::::|h[Thuzadin Sash]|h|r,,1,false,Cloth,Waist,,Majordomo Executus
Danneo-Pagle,1/10/20,21:54:50,1578729290-1,[Sorcerous Dagger],18878,item:18878::::::::60,Mainspec/Need,0,MAGE,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:18534::::::::60:::1::::|h[Rod of the Ogre Magi]|h|r,,1,false,Daggers,Main Hand,,Lucifron
Ketofriendly-Pagle,1/21/20,00:10:22,1579601422-1,[Fireproof Cloak],18811,item:18811::::::::60,Offline or RCLootCouncil not installed,0,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,,,NOTHING,false,Cloth,Back,,Majordomo Executus
